web-scraper-order,web-scraper-start-url,page,annonce-link,annonce-link-href,title,subtitle,price,date,body-type,kilometers,fuel-type,transmission,power,drivetrain,consumption,expertise,expertise-date,accident,warranty,warranty-details,location,listing-id,created-date,new-price,description-text
"1698791033-45","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2006-occasion-10012812","AUDI A3 2.0 FSI Ambiente","","CHF 2'900.–","11.2006","Limousine","255'498 km","Essence","Boîte manuelle","150 PS (110 kW)","Traction avant","7.6 l/100 km","Oui","30.03.2022","Non","Non","","Gallierstrasse 4, 4313 Möhlin","Listing ID: 10012812","2022-11-15","Non","Guter Zustand..ab MFK"
"1698791056-46","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2004-occasion-10963029","AUDI A3 2.0 FSI Ambiente","","CHF 2'900.–","03.2004","Limousine","186'000 km","Essence","Boîte manuelle","150 PS (110 kW)","Traction avant","7.4 l/100 km","Oui","20.10.2023","Non","Non","","Rue dès Prés 135, 2503 Biel Bienne BE","Listing ID: 10963029","2023-10-22","Non","Expertise du jour 
Service suivi 
Bonne état général 

Visite sur Rendez-vous"
"1698791164-47","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2008-occasion-9414131","AUDI A3 Sportback 1.8 Turbo FSI Ambiente","","CHF 2'999.–","04.2008","Limousine","224'030 km","Essence","Boîte manuelle","160 PS (118 kW)","Traction avant","7.2 l/100 km","Non","06.10.2021","Non","Non","","Nordstrasse 1, 7310 Bad Ragaz","Listing ID: 9414131","2022-11-14","Non","Viele Autos. Freundlich und Hilfsbereit Danke"
"1698791190-48","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2002-occasion-10768980","AUDI A3 1.8 T Ambiente","","CHF 2'999.–","02.2002","Limousine","181'000 km","Essence","Automatique","150 PS (110 kW)","Traction avant","9.1 l/100 km","Oui","03.08.2023","Non","Non","","Chemin Grenet 4a, 1214 Vernier","Listing ID: 10768980","2023-08-14","Non","Expertise du jour 
Service suivi 
Courroie changé"
"1698791213-49","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2006-occasion-10979731","AUDI A3 Sportback 1.6 FSI Attraction","","CHF 2'999.–","09.2006","Limousine","182'000 km","Essence","Boîte manuelle","115 PS (85 kW)","Traction avant","6.8 l/100 km","Oui","14.10.2022","Non","Non","","Chemin Champs Prévost 6, 1214 Vernier","Listing ID: 10979731","2023-10-28","Non","Roule 
Expertise 14 Oct 2022
un petit souci dans le moteur 
****ideal pour l'export ****"
"1698791741-50","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2005-occasion-10981632","AUDI A3 Sportback 2.0 Turbo FSI Ambition quattro","**KONTAKT 078/7593955 / STANDORT 8134 ADLISWIL **","CHF 2'999.–","04.2005","Limousine","249'000 km","Essence","Boîte manuelle","200 PS (147 kW)","4 roues motrices","9 l/100 km","Non","20.01.2021","Non","Non","","Schlagstrasse 99, 6430 Schwyz","Listing ID: 10981632","2023-10-29","Non","**KONTAKT 078/7593955 / STANDORT 8134 ADLISWIL **
Alle Service durchgeführt inkl. Zahnriemen, Spannrolle, Wasserpumpe erstetzt und im Servicebuch eingetragen. Läuft alles. Einlösbar, fahrbar.B04"
"1698792281-51","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2010-occasion-10915605","AUDI A3 1.4 TFSI Ambition","Kupplung defekt. Motor Getriebe Ok. Euro 5","CHF 3'000.–","04.2010","Limousine","306'351 km","Essence","Boîte manuelle","125 PS (92 kW)","Traction avant","6 l/100 km","Non","12.11.2019","Non","Non","","Sennwalder str 34, 9465 Salez","Listing ID: 10915605","2023-10-04","Non",""
"1698792417-52","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2010-occasion-10399745","AUDI A3 1.6 TDIe Attraction","","CHF 3'300.–","10.2010","Limousine","219'400 km","Diesel","Boîte manuelle","105 PS (77 kW)","Traction avant","3.8 l/100 km","Non","27.04.2020","Non","Non","","Gärtnereiweg 2, 4665 Oftringen","Listing ID: 10399745","2023-03-31","Non","LEIDER MEINE E,MAIL IST GESPERT, NUR PERR TELFFON KÖNNEN SIE MIR KONTAKTIEREN GRUSS .NASER 
MOTOR UNRUHIG"
"1698792441-53","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2001-occasion-10834862","AUDI A3 1.8 Ambiente","","CHF 3'300.–","10.2001","Limousine","189'000 km","Essence","Automatique","125 PS (92 kW)","Traction avant","7.9 l/100 km","Oui","21.09.2023","Non","Non","","Schlossstrasse 61, 8207 Schaffhausen","Listing ID: 10834862","2023-09-06","Non","Das ist Manuel Getriebe keine automat 
CH Fahrzeug 
In guten Zustand 
Super Winter Auto 
Frisch mfk und Service ab Übergabe 

IHR PS HORSES TEAM"
"1698792465-54","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2010-occasion-10753415","AUDI A3 Sportback 1.8 TFSI Ambiente quattro","Auto Motor Getriebe tipptopp alle Service gemacht Lauft tipptopp?","CHF 3'400.–","05.2010","Limousine","209'123 km","Essence","Boîte manuelle","160 PS (118 kW)","4 roues motrices","7.5 l/100 km","Oui","25.08.2022","Oui","Non","","Industriestrasse 6, 8604 Volketswil","Listing ID: 10753415","2023-08-08","Non",""
"1698792489-55","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-cabriolet-2009-occasion-10303597","AUDI A3 Cabriolet 1.8 TFSI Attraction","!!!!! MOTOR DEFEKT!!!! Steuerkette Gerissen. Für Export","CHF 3'444.–","01.2009","Cabriolet","218'800 km","Essence","Boîte manuelle","160 PS (118 kW)","Traction avant","7.3 l/100 km","Non","21.01.2021","Non","Non","","Westring 6, 5502 Hunzenschwil","Listing ID: 10303597","2023-03-01","Non","Fahrzeug ab Platz, ohne Garantie und Aufbereitung. Keine technische Prüfung (Werkstatttest) vorgenommen. FÜR EXPORT"
"1698792523-56","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2003-occasion-10704213","AUDI A3 1.9 TDI-PD Ambiente","ACB Ankauf v. Autos/Wohnmobilen/Eintausch ACB Nr. 137 CH-FZG. Sportsitze Alu-17"" Klimaaut.","CHF 3'497.–","02.2003","Limousine","277'310 km","Diesel","Boîte manuelle","100 PS (74 kW)","Traction avant","10.7 l/100 km","Non","01.12.2020","Non","Non","","Zollstrasse 33, 8240 Thayngen(SH)","Listing ID: 10704213","2023-07-17","Non","CH-FZG., lückenloses Serviceheft, zu verkaufen ohne Garantie, letzte MFK 12.2020

Sportsitze, Leder-Sportlenkrad, Alu 17', Klimaaut., usw.

ACB - wenn Qualität entscheidet:

- TOP Auswahl unfallfreier Fahrzeuge
- moderne Werkstatt, geschultes Team
- Zukauf oder Eintausch Ihres Fahrzeuges
- günstige Leasing- und Finanzierungskonditionen
- seit über 30 Jahren täglich für Sie da
- professionelle, faire und sichere Abwicklung

 Probefahrt?  Jetzt anrufen, wir freuen uns auf Sie!
Tel. 052 645'46'01

Hinweis: Die effektive Ausstattung kann von der publizierten Ausstattung abweichen.
Vorbehältlich Irrtümer und Zwischenverkauf."
"1698792546-57","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2008-occasion-10983458","AUDI A3 2.0 TDI Attraction","","CHF 3'500.–","07.2008","Limousine","190'000 km","Diesel","Boîte manuelle","170 PS (125 kW)","Traction avant","5.9 l/100 km","Oui","25.01.2023","Non","Non","","1024 Ecublens","Listing ID: 10983458","2023-10-30","Non","Audi A3 TDI S-line"
"1698792826-58","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2008-occasion-10813529","AUDI A3 Sportback 1.8 TFSI Ambiente S-tronic","","CHF 3'500.–","10.2008","Limousine","230'000 km","Essence","Boîte manuelle automatisée","160 PS (118 kW)","Traction avant","6.7 l/100 km","Non","12.11.2020","Non","Non","","Eggerswil 10, 6207 Notwil","Listing ID: 10813529","2023-08-30","Non","Motor startet nicht"
"1698792850-59","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2003-occasion-10972750","AUDI A3 3.2 Ambition V6 quattro","bitte direkt anrufen Kunden Auftrag +41795685487","CHF 3'800.–","10.2003","Limousine","249'000 km","Essence","Boîte manuelle","250 PS (184 kW)","4 roues motrices","10.8 l/100 km","Non","16.03.2020","Non","Non","","Laupenstrasse 21, 3176 Neuenegg","Listing ID: 10972750","2023-10-25","Non","bitte direkt anrufen Kunden Auftrag +41795685487"
"1698792874-60","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2007-occasion-10834041","AUDI A3 Sportback 2.0 Turbo FSI Ambiente","GÜLTIGER MFK, FAHRBAR","CHF 3'800.–","06.2007","Limousine","320'000 km","Essence","Boîte manuelle","200 PS (147 kW)","Traction avant","7.9 l/100 km","Oui","08.06.2022","Non","Non","","Brühlstrasse 45, 4107 Ettingen","Listing ID: 10834041","2023-09-06","Non","WIRD AB PLATZ VERKAUFT"
"1698792931-61","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2001-occasion-10676108","AUDI A3 1.8 Ambiente","Service en ordre Courroie Distribution et pompe A eau changée juillet 2023","CHF 3'900.–","05.2001","Limousine","109'500 km","Essence","Boîte manuelle","125 PS (92 kW)","Traction avant","8 l/100 km","Oui","26.07.2023","Non","Non","","Route de saint-Julien 10 Bis, 1227 Carouge","Listing ID: 10676108","2023-07-06","Non","Carnet de service à l'appui."
"1698792954-62","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2010-occasion-10779948","AUDI A3 1.8 B 4x4 / 192 ps ABT/ S line","","CHF 3'900.–","06.2010","Limousine","150'500 km","Essence","Boîte manuelle","193 PS (142 kW)","4 roues motrices","-","Non","16.11.2022","Non","Non","","Überlandstrasse 109, 8951 Fahrweid","Listing ID: 10779948","2023-08-18","Non","Abplatz im Auftrag.
Info 076.460.42.34 , Adresse 
Überlandstrasse 107 8951 Fahrweid ( schlieren )    
 Hat Spritze defekt  und B05 ( Euro 5 )"
"1698792977-63","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2007-occasion-10613355","AUDI A3 1.6 FSI Ambition","voiture en tres bon etat général i","CHF 3'900.–","08.2007","Limousine","182'000 km","Essence","Boîte manuelle","115 PS (85 kW)","Traction avant","6.8 l/100 km","Oui","05.03.2021","Non","Non","","4, chemin des Mésanges, 1032 Romanel-sur-Lausanne","Listing ID: 10613355","2023-06-14","Non","Toit ouvrant coulissant et relevable vitré électrique"
"1698793032-64","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2006-occasion-10791883","AUDI A3 Sportback 3.2 V6 Ambition quattro","Abplatz. Hat Rost an verschiedene Stellen. Verliert Kühlwasser.","CHF 3'900.–","11.2006","Limousine","238'000 km","Essence","Automatique","250 PS (184 kW)","4 roues motrices","9.7 l/100 km","Non","","Non","Non","","Emausstrasse 1, 5621 Zufikon","Listing ID: 10791883","2023-08-23","Non","Abplatz. Hat Rost an verschiedene Stellen. Verliert Kühlwasser."
"1698793055-65","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2009-occasion-10859277","AUDI A3 Sportback 1.8 TFSI Ambiente quattro","","CHF 3'900.–","05.2009","Limousine","219'000 km","Essence","Boîte manuelle","160 PS (118 kW)","4 roues motrices","7.5 l/100 km","Non","05.05.2021","Non","Non","","Industriestrasse 6, 8604 Volketswil","Listing ID: 10859277","2023-09-15","Non",""
"1698793079-66","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2005-occasion-10944265","AUDI A3 2.0 FSI Attraction","","CHF 3'900.–","11.2005","Limousine","205'000 km","Essence","Boîte manuelle","150 PS (110 kW)","Traction avant","7.6 l/100 km","Oui","16.12.2021","Non","Non","","Münigen 1, 6208 Oberkirch","Listing ID: 10944265","2023-10-15","Non",""
"1698793274-67","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2009-occasion-10982321","AUDI A3 Sportback 1.8 TFSI Attraction","","CHF 3'900.–","12.2009","Limousine","348'518 km","Essence","Boîte manuelle","160 PS (118 kW)","Traction avant","6.7 l/100 km","Non","27.09.2022","Non","Non","","Zugerstrasse 40, 6403 Küssnacht am Rigi","Listing ID: 10982321","2023-10-29","Non","Sehr Guter service , Verkäufer sehr Ehrlich. Hat mir ein Auto abgekauft, ist ..."
"1698793298-68","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2003-occasion-10869849","AUDI A3 2.0 FSI Ambiente","","CHF 3'980.–","10.2003","Limousine","178'000 km","Essence","Boîte manuelle","150 PS (110 kW)","Traction avant","7.4 l/100 km","Oui","21.04.2022","Non","Non","","Rte Cantonale 12, 1897 Port-Valais, 1897 Les Evouettes","Listing ID: 10869849","2023-09-19","Non","Expertiser service suivi 4 pneus été 95%
2 clés"
"1698793322-69","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2005-occasion-10805780","AUDI A3 Sportback 2.0 TDI Ambiente","","CHF 3'999.–","11.2005","Limousine","233'486 km","Diesel","Boîte manuelle","140 PS (103 kW)","Traction avant","5.7 l/100 km","Non","17.06.2020","Non","Non","","Birchweg 26 - Gewerbestrasse 14, 8200 Schaffhausen - Siblingen","Listing ID: 10805780","2023-08-28","Non",""
"1698793408-70","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2010-occasion-10958560","AUDI A3 1.4 TFSI Ambiente","","CHF 3'999.–","03.2010","Limousine","240'000 km","Essence","Boîte manuelle","125 PS (92 kW)","Traction avant","5.7 l/100 km","Non","","Non","Non","","Wiesenstrasse 30, 5412 Gebenstorf","Listing ID: 10958560","2023-10-20","Non","Audi A3 1.4 Turbo Sportback
2010 
240.000km
125 ps 
Klimaa
Sitzheizung
tempomat 
Aux 
Sehr gepflegt innen sowie aussen
lauft top"
"1698793432-71","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2008-occasion-10289289","AUDI A3 2.0 TDI Attraction","VERGLEICHEN LOHNT SICH!!! Ab MFK min. Dez. 2023, Tempomat, Sitzheizung, Klima & PDC hi!","CHF 3'999.–","10.2008","Limousine","191'000 km","Diesel","Boîte manuelle","140 PS (103 kW)","Traction avant","4.4 l/100 km","Oui","10.12.2021","Non","Non","","Passwangstrasse 49, 4226 Breitenbach SO","Listing ID: 10289289","2023-02-24","Oui","VERGLEICHEN LOHNT SICH!!! Ab MFK min. Dez. 2023, Tempomat, Sitzheizung, Klima & PDC hi!"
"1698793457-72","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2008-occasion-10820687","AUDI A3 Sportback 1.8 Turbo FSI Ambition","**AUDI A3 SPORTBACK 1.8 TURBO 160PS**HÄNDLERFAHRZEUG**WASSERPUMPE MUSS ERSETZT WERDEN (WASSERVERLUST)**KLIMA**B04**","CHF 3'999.–","05.2008","Limousine","160'000 km","Essence","Boîte manuelle","160 PS (118 kW)","Traction avant","7.2 l/100 km","Non","26.02.2021","Non","Non","","Esslingerstrasse 13, 8618 Oetwil am See","Listing ID: 10820687","2023-09-01","Non","Herzlich Willkommen bei der Zürcher Automobile GmbH in Oetwil am See. Es freut uns, dass wir Ihr Interesse an diesem Fahrzeug geweckt haben. Unsere Leidenschaft gilt der Beratung/Verkauf aller Fahrzeugarten. 

UNSER ZIEL
Die Zusammenarbeit basiert auf Vertrauen. Wir setzen alles daran, mit unseren Kunden ehrlich und fair umzugehen. Letzten Endes leben wir davon, dass wir zufriedene Kunden haben, die uns auch gerne weiterempfehlen. Unser motiviertes Team verfügt über langjährige Erfahrung und bietet den fachgerechten Service rund um Ihr Fahrzeug. Wir stehen Ihnen mit kompetenter und persönlicher Beratung stets zur Seite.

Besten Dank und hoffentlich bis bald."
"1698793480-73","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2005-occasion-10913377","AUDI A3 2.0 TDI Attraction","","CHF 4'000.–","06.2005","Limousine","252'000 km","Diesel","Boîte manuelle automatisée","140 PS (103 kW)","Traction avant","5.9 l/100 km","Non","15.05.2022","Non","Non","","Rue de la Venoge 1, 1123 Aclens","Listing ID: 10913377","2023-10-04","Non",""
"1698793504-74","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2008-occasion-10924653","AUDI A3 1.8 Turbo FSI Attraction","Expertisé du jourService du jourLégerement grêlée 2 jeux de pneus sur jantes","CHF 4'200.–","06.2008","Limousine","180'000 km","Essence","Boîte manuelle","160 PS (118 kW)","Traction avant","7.2 l/100 km","Oui","09.10.2023","Non","Non","","Chemin des Artisans 9 & 11, 1860 Aigle","Listing ID: 10924653","2023-10-08","Non","Expertisé du jour
Service du jour
Légerement grêlée 
2 jeux de pneus sur jantes"
"1698793638-75","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-cabriolet-2008-occasion-10862220","AUDI A3 Cabriolet 1.8 TFSI Ambition S-tronic","Finanzierung möglich.","CHF 4'490.–","06.2008","Cabriolet","197'000 km","Essence","Boîte manuelle automatisée","160 PS (118 kW)","Traction avant","7.6 l/100 km","Non","06.01.2021","Non","Non","","Surhardweg 14, 5102 Rupperswil","Listing ID: 10862220","2023-09-16","Non","Service gepflegt, Eintausch möglich,"
"1698793651-76","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2012-occasion-10634095","AUDI A3 Sportback 1.8 TFSI Ambiente","Klima, Alufelgen, (Wasser Pumpe verlieren ein bisschen Wasser aber auto ist fahrbar, gut Zustand, bitte rufen sie:0763832232","CHF 4'500.–","02.2012","Limousine","204'000 km","Essence","Boîte manuelle","160 PS (118 kW)","Traction avant","6.7 l/100 km","Non","22.04.2021","Non","Non","","Sensemattstrasse 5, 3174 Thörishaus (Bern).","Listing ID: 10634095","2023-06-21","Non",""
